strategy,threshold,tp,tn,fp,fn,misclass_rate,accuracy,sensitivity,specificity,ppv,npv,lr_plus,lr_minus
single best (lightgbm_n800_leaves15_lr0.01),0.0003222214766314907,137,34,551,0,0.7631578947368421,0.23684210526315785,1.0,0.05811965811965812,0.19912790697674418,1.0,1.061705989110708,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.000324860364043325,137,35,550,0,0.7617728531855956,0.23822714681440438,1.0,0.05982905982905983,0.19941775836972345,1.0,1.0636363636363637,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0003295558500540538,137,36,549,0,0.760387811634349,0.239612188365651,1.0,0.06153846153846154,0.19970845481049562,1.0,1.0655737704918034,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.00033046925104615604,137,37,548,0,0.7590027700831025,0.24099722991689754,1.0,0.06324786324786325,0.2,1.0,1.0675182481751824,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.00033262303209785144,137,38,547,0,0.7576177285318559,0.24238227146814406,1.0,0.06495726495726496,0.20029239766081872,1.0,1.0694698354661791,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0003438931885827427,137,39,546,0,0.7562326869806094,0.24376731301939059,1.0,0.06666666666666667,0.2005856515373353,1.0,1.0714285714285714,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.00035089939265198303,137,40,545,0,0.7548476454293629,0.2451523545706371,1.0,0.06837606837606838,0.20087976539589442,1.0,1.073394495412844,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.00036147113928875917,137,41,544,0,0.7534626038781164,0.24653739612188363,1.0,0.07008547008547009,0.2011747430249633,1.0,1.0753676470588236,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0003650380733853427,137,42,543,0,0.7520775623268698,0.24792243767313016,1.0,0.07179487179487179,0.20147058823529412,1.0,1.0773480662983426,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0003779783172106755,137,43,542,0,0.7506925207756233,0.24930747922437668,1.0,0.0735042735042735,0.20176730486008837,1.0,1.0793357933579335,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.00039956838459215906,137,44,541,0,0.7493074792243767,0.2506925207756233,1.0,0.07521367521367521,0.20206489675516223,1.0,1.0813308687615526,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0004041571141032526,137,45,540,0,0.7479224376731302,0.25207756232686984,1.0,0.07692307692307693,0.20236336779911374,1.0,1.0833333333333333,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0004064360253727606,137,46,539,0,0.7465373961218836,0.25346260387811637,1.0,0.07863247863247863,0.20266272189349113,1.0,1.085343228200371,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.00041674803500214424,137,47,538,0,0.7451523545706371,0.2548476454293629,1.0,0.08034188034188035,0.20296296296296296,1.0,1.0873605947955391,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0004244422824669011,137,48,537,0,0.7437673130193906,0.2562326869806094,1.0,0.08205128205128205,0.2032640949554896,1.0,1.0893854748603353,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.00043784024752674064,137,49,536,0,0.7423822714681441,0.25761772853185594,1.0,0.08376068376068375,0.20356612184249628,1.0,1.0914179104477613,0.0
single best (lightgbm_n800_leaves15_lr0.01),0.0004515625468575899,137,50,535,0,0.7409972299168975,0.25900277008310246,1.0,0.08547008547008547,0.20386904761904762,1.0,1.0934579439252337,0.0
