rank,model,status,seconds,auroc,auprc,brier_score,accuracy,sensitivity,specificity,ppv,npv,f1,threshold,tp,tn,fp,fn,se,z_vs_baseline,p_one_tailed
67,catboost_n300_d4_lr0.01,ok,3.2,0.8840726183791876,0.6620169985610121,0.1030998005404203,0.8490304709141274,0.3065693430656934,0.976068376068376,0.75,0.8573573573573574,0.4352331606217616,0.5,42.0,571.0,14.0,95.0,0.01922954300493786,2.4890401091869903,0.006404425719389484
68,lightgbm_n800_leaves31_lr0.2,ok,1.3,0.8840414249173373,0.6489933722543089,0.1173458932269471,0.868421052631579,0.5401459854014599,0.9452991452991452,0.6981132075471698,0.8977272727272727,0.6090534979423868,0.5,74.0,553.0,32.0,63.0,0.019231733277443187,2.4878964075961485,0.00642505785629266
69,lightgbm_goss_n300_leaves15_lr0.05,ok,0.7,0.8839977540707468,0.651325041473043,0.1032079421813673,0.8656509695290858,0.5328467153284672,0.9435897435897436,0.6886792452830188,0.8961038961038961,0.6008230452674898,0.5,73.0,552.0,33.0,64.0,0.019234798868131658,2.486295429827118,0.006454037939074175
70,lightgbm_n300_leaves15_lr0.1,ok,1.23,0.8839915153783766,0.6407084086671528,0.1222902427703915,0.8614958448753463,0.4817518248175182,0.9504273504273504,0.6947368421052632,0.886762360446571,0.5689655172413793,0.5,66.0,556.0,29.0,71.0,0.0192352367343641,2.486066738183645,0.006458187024156903
71,lightgbm_n800_leaves255_lr0.2,ok,1.47,0.8838792189157152,0.6503150894639158,0.1176485044281846,0.8698060941828255,0.5474452554744526,0.9452991452991452,0.7009345794392523,0.8991869918699187,0.6147540983606558,0.5,75.0,553.0,32.0,62.0,0.019243115109555745,2.4819511202926066,0.006533259890501575
72,lightgbm_n800_leaves63_lr0.2,ok,1.43,0.8838792189157152,0.6503150894639158,0.1176485044281846,0.8698060941828255,0.5474452554744526,0.9452991452991452,0.7009345794392523,0.8991869918699187,0.6147540983606558,0.5,75.0,553.0,32.0,62.0,0.019243115109555745,2.4819511202926066,0.006533259890501575
73,lightgbm_n800_leaves127_lr0.2,ok,1.5,0.8838792189157152,0.6503150894639158,0.1176485044281846,0.8698060941828255,0.5474452554744526,0.9452991452991452,0.7009345794392523,0.8991869918699187,0.6147540983606558,0.5,75.0,553.0,32.0,62.0,0.019243115109555745,2.4819511202926066,0.006533259890501575
74,histgbdt_n200_lr0.2,ok,2.93,0.8838293093767545,0.6422188777838045,0.124917159174675,0.8518005540166205,0.4744525547445255,0.9401709401709402,0.65,0.8842443729903537,0.5485232067510548,0.5,65.0,550.0,35.0,72.0,0.019246614654272205,2.4801224622959803,0.006566863317201688
75,histgbdt_n300_lr0.03,ok,5.86,0.8837981159149042,0.6723613755008636,0.1064805874384289,0.8698060941828255,0.5182481751824818,0.952136752136752,0.7171717171717171,0.8940609951845907,0.6016949152542372,0.5,71.0,557.0,28.0,66.0,0.019248801259084687,2.478979708907706,0.006587940073500942
76,catboost_n500_d8_lr0.01,ok,35.57,0.8837731611454239,0.6670622184707693,0.1024102588512066,0.8573407202216067,0.3284671532846715,0.9811965811965812,0.8035714285714286,0.8618618618618619,0.466321243523316,0.5,45.0,574.0,11.0,92.0,0.019250550204863336,2.4780655935929037,0.006604842904252117
77,catboost_n200_d5_lr0.05,ok,2.99,0.8837669224530538,0.6749985025013092,0.0974725007363195,0.8670360110803325,0.4452554744525547,0.9658119658119658,0.7530864197530864,0.8814352574102964,0.5596330275229358,0.5,61.0,565.0,20.0,76.0,0.01925098739436399,2.477837076899722,0.006609074373747692
78,catboost_n100_d8_lr0.2,ok,6.96,0.8837357289912035,0.640265415661549,0.1111660194070574,0.8490304709141274,0.3430656934306569,0.9675213675213676,0.7121212121212122,0.8628048780487805,0.4630541871921182,0.5,47.0,566.0,19.0,90.0,0.01925317306026515,2.4766945662302433,0.00663026634154229
79,catboost_n100_d5_lr0.05,ok,1.52,0.8836982968369831,0.6809422854011797,0.0983205357996026,0.8601108033240997,0.3795620437956204,0.9726495726495726,0.7647058823529411,0.8700305810397554,0.5073170731707317,0.5,52.0,569.0,16.0,85.0,0.01925579523998562,2.47532371353487,0.006655772998333531
80,lightgbm_n800_leaves63_lr0.1,ok,2.11,0.8836858194522428,0.6418529413452843,0.1209869128076788,0.8642659279778393,0.5182481751824818,0.9452991452991452,0.6893203883495146,0.8933764135702746,0.5916666666666667,0.5,71.0,553.0,32.0,66.0,0.019256669149787287,2.4748668014388855,0.006664293747495775
81,lightgbm_n800_leaves255_lr0.1,ok,2.19,0.8836858194522428,0.6418529413452843,0.1209869128076788,0.8642659279778393,0.5182481751824818,0.9452991452991452,0.6893203883495146,0.8933764135702746,0.5916666666666667,0.5,71.0,553.0,32.0,66.0,0.019256669149787287,2.4748668014388855,0.006664293747495775
82,lightgbm_n800_leaves127_lr0.1,ok,2.14,0.8836858194522428,0.6418529413452843,0.1209869128076788,0.8642659279778393,0.5182481751824818,0.9452991452991452,0.6893203883495146,0.8933764135702746,0.5916666666666667,0.5,71.0,553.0,32.0,66.0,0.019256669149787287,2.4748668014388855,0.006664293747495775
83,lightgbm_n100_leaves127_lr0.2,ok,0.72,0.8836546259903925,0.6681849542612195,0.1132833440878854,0.8656509695290858,0.5328467153284672,0.9435897435897436,0.6886792452830188,0.8961038961038961,0.6008230452674898,0.5,73.0,552.0,33.0,64.0,0.01925885359603034,2.473724606054036,0.0066856362305536265
84,lightgbm_n100_leaves255_lr0.2,ok,0.74,0.8836546259903925,0.6681849542612195,0.1132833440878854,0.8656509695290858,0.5328467153284672,0.9435897435897436,0.6886792452830188,0.8961038961038961,0.6008230452674898,0.5,73.0,552.0,33.0,64.0,0.01925885359603034,2.473724606054036,0.0066856362305536265
85,lightgbm_n100_leaves63_lr0.2,ok,0.72,0.8836546259903925,0.6681849542612195,0.1132833440878854,0.8656509695290858,0.5328467153284672,0.9435897435897436,0.6886792452830188,0.8961038961038961,0.6008230452674898,0.5,73.0,552.0,33.0,64.0,0.01925885359603034,2.473724606054036,0.0066856362305536265
86,lightgbm_n800_leaves15_lr0.1,ok,1.57,0.8836421486056523,0.6366283413374992,0.1239148707100189,0.8614958448753463,0.4890510948905109,0.9487179487179488,0.6907216494845361,0.888,0.5726495726495726,0.5,67.0,555.0,30.0,70.0,0.01925972724324911,2.4732677618351215,0.0066941894887028175
87,lightgbm_n800_leaves31_lr0.1,ok,1.92,0.883610955143802,0.6417364715833965,0.1209853075960075,0.8642659279778393,0.5182481751824818,0.9452991452991452,0.6893203883495146,0.8933764135702746,0.5916666666666667,0.5,71.0,553.0,32.0,66.0,0.01926191103318645,2.4721257361020488,0.006715613366005568
88,lightgbm_n300_leaves63_lr0.05,ok,2.1,0.8835111360658805,0.6652461876222672,0.1133682573777444,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.01926889601272607,2.4684720675429332,0.006784562083198109
89,lightgbm_n300_leaves127_lr0.05,ok,2.08,0.8835111360658805,0.6652461876222672,0.1133682573777444,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.01926889601272607,2.4684720675429332,0.006784562083198109
90,lightgbm_n300_leaves255_lr0.05,ok,2.11,0.8835111360658805,0.6652461876222672,0.1133682573777444,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.01926889601272607,2.4684720675429332,0.006784562083198109
91,lightgbm_n200_leaves255_lr0.05,ok,1.37,0.8834612265269199,0.667734008506738,0.1078831133435155,0.8614958448753463,0.4890510948905109,0.9487179487179488,0.6907216494845361,0.888,0.5726495726495726,0.5,67.0,555.0,30.0,70.0,0.01927238670463598,2.466645697975004,0.00681926154534962
92,lightgbm_n200_leaves63_lr0.05,ok,1.33,0.8834612265269199,0.667734008506738,0.1078831133435155,0.8614958448753463,0.4890510948905109,0.9487179487179488,0.6907216494845361,0.888,0.5726495726495726,0.5,67.0,555.0,30.0,70.0,0.01927238670463598,2.466645697975004,0.00681926154534962
93,lightgbm_n200_leaves127_lr0.05,ok,1.33,0.8834612265269199,0.667734008506738,0.1078831133435155,0.8614958448753463,0.4890510948905109,0.9487179487179488,0.6907216494845361,0.888,0.5726495726495726,0.5,67.0,555.0,30.0,70.0,0.01927238670463598,2.466645697975004,0.00681926154534962
94,lightgbm_n100_leaves31_lr0.2,ok,0.74,0.8833052592176681,0.6649782002328162,0.114310689588688,0.8656509695290858,0.5255474452554745,0.9452991452991452,0.6923076923076923,0.8948220064724919,0.5975103734439834,0.5,72.0,553.0,32.0,65.0,0.019283287399978637,2.4609402876393642,0.006928671357145921
95,xgboost_n100_d3_lr0.1,ok,0.61,0.8832927818329278,0.6567864745331806,0.0997995459526309,0.853185595567867,0.4671532846715328,0.9435897435897436,0.6597938144329897,0.8832,0.5470085470085471,0.5,64.0,552.0,33.0,73.0,0.019284158950889037,2.460483985261007,0.006937488211009812
96,xgboost_n500_d3_lr0.2,ok,1.97,0.8832116788321168,0.6300669898488713,0.1171683577113356,0.8587257617728532,0.5036496350364964,0.941880341880342,0.6699029126213593,0.8901453957996769,0.575,0.5,69.0,551.0,34.0,68.0,0.01928982221081402,2.457518490433723,0.0069950304321545476
97,adaboost_n300_lr0.1,ok,6.66,0.8831804853702664,0.6513465674485149,0.1459978547292756,0.8573407202216067,0.3795620437956204,0.9692307692307692,0.7428571428571429,0.8696319018404908,0.5024154589371981,0.5,52.0,567.0,18.0,85.0,0.019291999547618177,2.456378132615305,0.007017269745738797
98,lightgbm_n200_leaves31_lr0.05,ok,1.32,0.8831368145236758,0.6646884322134402,0.1078176128451317,0.8587257617728532,0.4890510948905109,0.9452991452991452,0.6767676767676768,0.8876404494382022,0.5677966101694916,0.5,67.0,553.0,32.0,70.0,0.01929504703548885,2.4547818341941814,0.007048505650118386
99,histgbdt_n200_lr0.05,ok,3.9,0.8830993823694555,0.6673541118638515,0.1092973673861303,0.8614958448753463,0.4890510948905109,0.9487179487179488,0.6907216494845361,0.888,0.5726495726495726,0.5,67.0,555.0,30.0,70.0,0.019297658440556042,2.4534137663856694,0.007075373180710498
100,catboost_n500_d6_lr0.01,ok,11.08,0.8829246989830932,0.659384585681323,0.1011685356668112,0.8573407202216067,0.3576642335766423,0.9743589743589745,0.765625,0.8662613981762918,0.4875621890547263,0.5,49.0,570.0,15.0,88.0,0.01930983612755922,2.447031742122774,0.00720190765488915
101,lightgbm_n300_leaves31_lr0.05,ok,2.09,0.882899744213613,0.6627278260496393,0.1133916036251322,0.8573407202216067,0.4890510948905109,0.9435897435897436,0.67,0.887459807073955,0.5654008438818565,0.5,67.0,552.0,33.0,70.0,0.01931157460551854,2.446120332294422,0.007220139816371818
102,histgbdt_n100_lr0.2,ok,2.16,0.8828186412128018,0.6499289292423372,0.1198136514310794,0.850415512465374,0.4452554744525547,0.9452991452991452,0.6559139784946236,0.8791732909379968,0.5304347826086957,0.5,61.0,553.0,32.0,76.0,0.019317222603512412,2.4431587814532896,0.007279665051758144
103,adaboost_n500_lr0.1,ok,11.17,0.88268138998066,0.6544652149839646,0.1559893445761467,0.8601108033240997,0.4233576642335766,0.9623931623931624,0.725,0.8769470404984424,0.5345622119815668,0.5,58.0,563.0,22.0,79.0,0.01932677359879077,2.4381487749732598,0.007381348415271938
104,catboost_n800_d8_lr0.01,ok,55.67,0.882600286979849,0.662521169710043,0.1033873319569755,0.8601108033240997,0.364963503649635,0.976068376068376,0.78125,0.8677811550151976,0.4975124378109453,0.5,50.0,571.0,14.0,87.0,0.019332413145089128,2.435189407864423,0.007441998185556464
105,histgbdt_n100_lr0.05,ok,2.29,0.8825254226714081,0.6782401824221181,0.1007221452910575,0.8670360110803325,0.5036496350364964,0.952136752136752,0.711340206185567,0.8912,0.5897435897435898,0.5,69.0,557.0,28.0,68.0,0.019337616098163403,2.432458403120874,0.007498356988863031
106,catboost_n200_d4_lr0.01,ok,2.02,0.8825129452866679,0.6567449827528455,0.1070631536304086,0.8462603878116344,0.2627737226277372,0.9829059829059827,0.782608695652174,0.8505917159763313,0.3934426229508196,0.5,36.0,575.0,10.0,101.0,0.019338482997510925,2.432003302704681,0.007507785197721439
107,adaboost_n200_lr0.1,ok,4.42,0.8824318422858569,0.6449710634755582,0.1393182010152589,0.850415512465374,0.3430656934306569,0.9692307692307692,0.7230769230769231,0.863013698630137,0.4653465346534653,0.5,47.0,567.0,18.0,90.0,0.019344116037110053,2.4290456166039593,0.007569313741888517
108,lightgbm_n500_leaves31_lr0.01,ok,3.06,0.8824256035934868,0.679164236458965,0.0990588680063095,0.8698060941828255,0.5109489051094891,0.953846153846154,0.7216494845360825,0.8928,0.5982905982905983,0.5,70.0,558.0,27.0,67.0,0.01934454921822049,2.4288181357760554,0.0075740643489374815
109,lightgbm_n500_leaves127_lr0.01,ok,3.17,0.8824256035934868,0.679164236458965,0.0990589071000397,0.8698060941828255,0.5109489051094891,0.953846153846154,0.7216494845360825,0.8928,0.5982905982905983,0.5,70.0,558.0,27.0,67.0,0.01934454921822049,2.4288181357760554,0.0075740643489374815
110,lightgbm_n500_leaves255_lr0.01,ok,3.2,0.8824256035934868,0.679164236458965,0.0990589071000397,0.8698060941828255,0.5109489051094891,0.953846153846154,0.7216494845360825,0.8928,0.5982905982905983,0.5,70.0,558.0,27.0,67.0,0.01934454921822049,2.4288181357760554,0.0075740643489374815
111,lightgbm_n500_leaves63_lr0.01,ok,3.21,0.8824256035934868,0.679164236458965,0.0990589071000397,0.8698060941828255,0.5109489051094891,0.953846153846154,0.7216494845360825,0.8928,0.5982905982905983,0.5,70.0,558.0,27.0,67.0,0.01934454921822049,2.4288181357760554,0.0075740643489374815
112,xgboost_n500_d3_lr0.1,ok,2.29,0.8824131262087467,0.6310105952955609,0.1159474468311955,0.8559556786703602,0.4817518248175182,0.9435897435897436,0.6666666666666666,0.8860353130016051,0.559322033898305,0.5,66.0,552.0,33.0,71.0,0.019345415524905818,2.428363188466801,0.007583573140662381
113,lightgbm_n200_leaves15_lr0.2,ok,0.71,0.8823445005926758,0.6454408870661587,0.1182708853923284,0.8628808864265928,0.5036496350364964,0.947008547008547,0.69,0.8906752411575563,0.5822784810126582,0.5,69.0,554.0,31.0,68.0,0.019350178888479903,2.425861320082288,0.007636052444563668
114,histgbdt_n300_lr0.05,ok,5.49,0.8822633975918648,0.6646805780478984,0.1165908132448765,0.8614958448753463,0.5109489051094891,0.9435897435897436,0.6796116504854369,0.8917609046849758,0.5833333333333334,0.5,70.0,552.0,33.0,67.0,0.019355805432814534,2.4229053118744033,0.007698469656522211
115,catboost_n300_d8_lr0.01,ok,21.5,0.8822509202071246,0.6628443532236479,0.1038946552097452,0.850415512465374,0.2700729927007299,0.9863247863247864,0.8222222222222222,0.8522895125553914,0.4065934065934066,0.5,37.0,577.0,8.0,100.0,0.019356670777739293,2.4224506130052954,0.0077081105388056015
116,lightgbm_n300_leaves15_lr0.2,ok,0.86,0.8821573398215734,0.6427985147615631,0.1201800284123066,0.8628808864265928,0.5036496350364964,0.947008547008547,0.69,0.8906752411575563,0.5822784810126582,0.5,69.0,554.0,31.0,68.0,0.019363158509321608,2.4190409798765686,0.0077807434900749595
117,catboost_n300_d6_lr0.01,ok,6.67,0.8820637594360222,0.6541890918524151,0.1030308743509806,0.853185595567867,0.2992700729927007,0.9829059829059827,0.803921568627451,0.856929955290611,0.4361702127659574,0.5,41.0,575.0,10.0,96.0,0.019369642087276026,2.415632419590518,0.007853954859520118
118,catboost_n500_d7_lr0.01,ok,19.37,0.8820263272818016,0.6563957593988978,0.1021140130187228,0.8518005540166205,0.3357664233576642,0.9726495726495726,0.7419354838709677,0.8621212121212121,0.4623115577889447,0.5,46.0,569.0,16.0,91.0,0.01937223435634749,2.4142692956246448,0.007883402164579056
119,catboost_n300_d7_lr0.01,ok,12.0,0.8819389855886206,0.6582918127229975,0.1030256719505139,0.8490304709141274,0.2846715328467153,0.9811965811965812,0.78,0.8541666666666666,0.4171122994652406,0.5,39.0,574.0,11.0,98.0,0.01937828040366668,2.4110893395004327,0.007952475959978833
120,catboost_n800_d7_lr0.01,ok,30.14,0.8819015534344002,0.6555529051483763,0.1025789223386357,0.8573407202216067,0.3868613138686131,0.9675213675213676,0.7361111111111112,0.8707692307692307,0.507177033492823,0.5,53.0,566.0,19.0,84.0,0.019380870461489792,2.4097267866185503,0.007982235318713227
121,lightgbm_n500_leaves15_lr0.2,ok,0.99,0.8818703599725497,0.6411125469974477,0.1209468424478396,0.8628808864265928,0.5109489051094891,0.9452991452991452,0.6862745098039216,0.8919354838709678,0.5857740585774058,0.5,70.0,553.0,32.0,67.0,0.019383028336680347,2.408591456643317,0.00800710666782456
122,catboost_n300_d5_lr0.05,ok,4.35,0.8818641212801797,0.6723821465489728,0.0996311526411998,0.8656509695290858,0.4598540145985401,0.9606837606837608,0.7325581395348837,0.8836477987421384,0.5650224215246636,0.5,63.0,562.0,23.0,74.0,0.019383459856496907,2.4083644049090487,0.008012088792299088
123,histgbdt_n200_lr0.1,ok,3.86,0.8818516438954395,0.65120827110446,0.1176440834594507,0.8601108033240997,0.4890510948905109,0.947008547008547,0.6836734693877551,0.8878205128205128,0.5702127659574469,0.5,67.0,554.0,31.0,70.0,0.019384322840918,2.4079103156986763,0.008022060904451567
124,xgboost_n800_d3_lr0.01,ok,4.24,0.8818204504335891,0.6785423619831851,0.0967668777119128,0.8670360110803325,0.4963503649635036,0.953846153846154,0.7157894736842105,0.8899521531100478,0.5862068965517241,0.5,68.0,558.0,27.0,69.0,0.01938647997995611,2.4067751758301785,0.008047037103440235
125,xgboost_n300_d3_lr0.05,ok,1.57,0.8817019152785576,0.6610398044483661,0.102425585087095,0.8573407202216067,0.5036496350364964,0.9401709401709402,0.6634615384615384,0.889967637540453,0.5726141078838174,0.5,69.0,550.0,35.0,68.0,0.01939467291526235,2.4024627271082983,0.00814254703068018
126,lightgbm_n100_leaves31_lr0.1,ok,0.77,0.8816894378938174,0.6633816452270616,0.1074276862783028,0.8670360110803325,0.5255474452554745,0.947008547008547,0.6990291262135923,0.8949919224555735,0.6,0.5,72.0,554.0,31.0,65.0,0.019395534943520518,2.4020088848078816,0.008152656199902686
127,lightgbm_n100_leaves63_lr0.1,ok,0.77,0.8816769605090773,0.6633726825406924,0.1074276211569325,0.8670360110803325,0.5255474452554745,0.947008547008547,0.6990291262135923,0.8949919224555735,0.6,0.5,72.0,554.0,31.0,65.0,0.019396396898294244,2.401555061482305,0.008162775972126113
128,lightgbm_n100_leaves127_lr0.1,ok,0.73,0.8816769605090773,0.6633726825406924,0.1074276211569325,0.8670360110803325,0.5255474452554745,0.947008547008547,0.6990291262135923,0.8949919224555735,0.6,0.5,72.0,554.0,31.0,65.0,0.019396396898294244,2.401555061482305,0.008162775972126113
129,lightgbm_n100_leaves255_lr0.1,ok,0.76,0.8816769605090773,0.6633726825406924,0.1074276211569325,0.8670360110803325,0.5255474452554745,0.947008547008547,0.6990291262135923,0.8949919224555735,0.6,0.5,72.0,554.0,31.0,65.0,0.019396396898294244,2.401555061482305,0.008162775972126113
130,lightgbm_n200_leaves15_lr0.1,ok,0.91,0.8816707218167072,0.6455506255656589,0.1193751994115989,0.8614958448753463,0.4744525547445255,0.952136752136752,0.6989247311827957,0.8855325914149443,0.5652173913043478,0.5,65.0,557.0,28.0,72.0,0.019396827848127414,2.401328156934267,0.008167839837054824
131,catboost_n800_d6_lr0.001,ok,18.67,0.8815022771227151,0.6595832162769397,0.125323102803309,0.8379501385041551,0.1751824817518248,0.9931623931623932,0.8571428571428571,0.8371757925072046,0.2909090909090909,0.5,24.0,581.0,4.0,113.0,0.01940845655457119,2.3952035258250857,0.008305570929271755
132,catboost_n800_d8_lr0.001,ok,58.51,0.8815022771227151,0.6546892807511673,0.1253028357083272,0.8351800554016621,0.1605839416058394,0.9931623931623932,0.8461538461538461,0.8347701149425287,0.2699386503067484,0.5,22.0,581.0,4.0,115.0,0.01940845655457119,2.3952035258250857,0.008305570929271755
133,histgbdt_n200_lr0.3,ok,2.28,0.8814523675837544,0.6522033620527438,0.1278709756024854,0.8545706371191135,0.4963503649635036,0.9384615384615383,0.6538461538461539,0.8883495145631068,0.5643153526970954,0.5,68.0,549.0,36.0,69.0,0.01941189952919124,2.393389483353455,0.008346754824335112
134,catboost_n800_d6_lr0.01,ok,17.29,0.8813275937363528,0.658230447455297,0.1019380027708078,0.8614958448753463,0.4014598540145985,0.9692307692307692,0.7534246575342466,0.8736517719568567,0.5238095238095238,0.5,55.0,567.0,18.0,82.0,0.01942050183574829,2.3888557015926346,0.008450469494958868
135,lightgbm_n800_leaves15_lr0.2,ok,1.14,0.8812964002745024,0.6387137375823637,0.1214653876232469,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.01942265126811076,2.3877225515586256,0.008476567422759262
136,xgboost_n800_d3_lr0.1,ok,3.18,0.8812277746584317,0.6228350915189923,0.118137507741463,0.8559556786703602,0.5036496350364964,0.9384615384615383,0.6571428571428571,0.8897893030794165,0.5702479338842975,0.5,69.0,549.0,36.0,68.0,0.019427378409410286,2.385230037073703,0.008534222334578567
137,histgbdt_n300_lr0.3,ok,2.02,0.8812277746584315,0.6510896129449875,0.1279331048776471,0.8573407202216067,0.5109489051094891,0.9384615384615383,0.660377358490566,0.8912337662337663,0.5761316872427984,0.5,70.0,549.0,36.0,67.0,0.019427378409410292,2.385230037073695,0.008534222334578678
138,xgboost_n800_d3_lr0.2,ok,2.55,0.8811778651194709,0.626131709612257,0.1177674741199908,0.8587257617728532,0.5109489051094891,0.9401709401709402,0.6666666666666666,0.8914100486223663,0.5785123966942148,0.5,70.0,550.0,35.0,67.0,0.01943081494070415,2.3834176579882587,0.008576360660292437
139,histgbdt_n100_lr0.3,ok,1.72,0.8811154781957701,0.6592807228550571,0.1255512441160955,0.8601108033240997,0.5109489051094891,0.941880341880342,0.6730769230769231,0.8915857605177994,0.5809128630705395,0.5,70.0,551.0,34.0,67.0,0.019435108960203958,2.381152608652217,0.008629280222029578
140,catboost_n800_d7_lr0.001,ok,31.68,0.8811154781957701,0.6508394959987998,0.1249424706311533,0.8379501385041551,0.1751824817518248,0.9931623931623932,0.8571428571428571,0.8371757925072046,0.2909090909090909,0.5,24.0,581.0,4.0,113.0,0.019435108960203958,2.381152608652217,0.008629280222029578
141,xgboost_n200_d5_lr0.1,ok,1.54,0.8809595108865182,0.646614113831755,0.1074371135787927,0.8587257617728532,0.4671532846715328,0.9504273504273504,0.6881720430107527,0.8839427662957074,0.5565217391304348,0.5,64.0,556.0,29.0,73.0,0.019445836021639473,2.375492046928945,0.008762785037310095
142,histgbdt_n200_lr0.03,ok,4.07,0.880934556117038,0.6765640026011919,0.1013180956740734,0.8739612188365651,0.5255474452554745,0.9555555555555556,0.7346938775510204,0.8958333333333334,0.6127659574468085,0.5,72.0,559.0,26.0,65.0,0.019447551293462473,2.3745866301213634,0.00878430650844153
143,lightgbm_goss_n100_leaves15_lr0.1,ok,0.36,0.8809158400399276,0.6563253824958881,0.1005423774509086,0.8670360110803325,0.5474452554744526,0.941880341880342,0.6880733944954128,0.8988580750407831,0.6097560975609756,0.5,75.0,551.0,34.0,62.0,0.019448837555925007,2.373907616914306,0.008800476827941828
144,catboost_plain_n100_d4_lr0.05,ok,1.1,0.8808409757314866,0.6636775932262231,0.1010925174683829,0.8573407202216067,0.3941605839416058,0.9658119658119658,0.7297297297297297,0.8719135802469136,0.5118483412322274,0.5,54.0,565.0,20.0,83.0,0.019453980965828867,2.3711919873192975,0.008865409161659454
145,catboost_n100_d4_lr0.05,ok,1.07,0.8808409757314866,0.6636775932262231,0.1010925174683829,0.8573407202216067,0.3941605839416058,0.9658119658119658,0.7297297297297297,0.8719135802469136,0.5118483412322274,0.5,54.0,565.0,20.0,83.0,0.019453980965828867,2.3711919873192975,0.008865409161659454
146,lightgbm_goss_n300_leaves31_lr0.1,ok,0.68,0.8808035435772662,0.6389097458239059,0.1119086919617519,0.8642659279778393,0.5328467153284672,0.941880341880342,0.6822429906542056,0.8959349593495934,0.5983606557377049,0.5,73.0,551.0,34.0,64.0,0.019456551687254083,2.3698344263400006,0.00889802638136461
147,lightgbm_goss_n300_leaves63_lr0.1,ok,0.68,0.8808035435772662,0.6389097458239059,0.1119086919617519,0.8642659279778393,0.5328467153284672,0.941880341880342,0.6822429906542056,0.8959349593495934,0.5983606557377049,0.5,73.0,551.0,34.0,64.0,0.019456551687254083,2.3698344263400006,0.00889802638136461
148,xgboost_n200_d3_lr0.05,ok,1.15,0.8806039054214236,0.6645743013958175,0.0992942649322277,0.8601108033240997,0.4890510948905109,0.947008547008547,0.6836734693877551,0.8878205128205128,0.5702127659574469,0.5,67.0,554.0,31.0,70.0,0.01947025113954286,2.3625969556622795,0.009073696906871875
149,xgboost_n300_d5_lr0.1,ok,1.98,0.8805851893443134,0.6408523423214856,0.1101574077624109,0.8559556786703602,0.4671532846715328,0.947008547008547,0.6736842105263158,0.8835725677830941,0.5517241379310345,0.5,64.0,554.0,31.0,73.0,0.019471534508841877,2.361918689041904,0.009090314650221254
150,lightgbm_n100_leaves63_lr0.05,ok,0.77,0.8805228024206126,0.6800459563428978,0.0995258537311743,0.8656509695290858,0.4963503649635036,0.952136752136752,0.7083333333333334,0.889776357827476,0.5836909871244635,0.5,68.0,557.0,28.0,69.0,0.01947581122605722,2.35965810488229,0.00914589223950324
151,catboost_n200_d4_lr0.05,ok,1.98,0.8805228024206126,0.6674031970167245,0.100125803422058,0.8559556786703602,0.4306569343065693,0.9555555555555556,0.6941176470588235,0.8775510204081632,0.5315315315315315,0.5,59.0,559.0,26.0,78.0,0.01947581122605722,2.35965810488229,0.00914589223950324
152,lightgbm_n100_leaves255_lr0.05,ok,0.73,0.8805228024206126,0.6800459563428978,0.0995258537311743,0.8656509695290858,0.4963503649635036,0.952136752136752,0.7083333333333334,0.889776357827476,0.5836909871244635,0.5,68.0,557.0,28.0,69.0,0.01947581122605722,2.35965810488229,0.00914589223950324
153,lightgbm_n100_leaves127_lr0.05,ok,0.72,0.8805228024206126,0.6800459563428978,0.0995258537311743,0.8656509695290858,0.4963503649635036,0.952136752136752,0.7083333333333334,0.889776357827476,0.5836909871244635,0.5,68.0,557.0,28.0,69.0,0.01947581122605722,2.35965810488229,0.00914589223950324
154,catboost_plain_n200_d4_lr0.05,ok,2.01,0.8805228024206126,0.6674031970167245,0.100125803422058,0.8559556786703602,0.4306569343065693,0.9555555555555556,0.6941176470588235,0.8775510204081632,0.5315315315315315,0.5,59.0,559.0,26.0,78.0,0.01947581122605722,2.35965810488229,0.00914589223950324
155,lightgbm_n100_leaves31_lr0.05,ok,0.76,0.8805228024206126,0.6800459563428978,0.0995258227939969,0.8656509695290858,0.4963503649635036,0.952136752136752,0.7083333333333334,0.889776357827476,0.5836909871244635,0.5,68.0,557.0,28.0,69.0,0.01947581122605722,2.35965810488229,0.00914589223950324
156,catboost_n500_d5_lr0.05,ok,7.12,0.8803668351113607,0.6641898857090293,0.1033484699948776,0.8698060941828255,0.4890510948905109,0.958974358974359,0.7362637362637363,0.8890649762282092,0.5877192982456141,0.5,67.0,561.0,24.0,70.0,0.019486495080190264,2.354008692730624,0.009286088382514546
157,rf_n500_d5_balanced,ok,7.2,0.8803418803418802,0.6517041992995807,0.127945020025793,0.8393351800554016,0.6788321167883211,0.8769230769230769,0.5636363636363636,0.9210053859964094,0.6158940397350994,0.5,93.0,513.0,72.0,44.0,0.01948820344525167,2.353105058083925,0.009308686616594342
