rank,model,status,seconds,auroc,auprc,brier_score,accuracy,sensitivity,specificity,ppv,npv,f1,threshold,tp,tn,fp,fn,se,z_vs_baseline,p_one_tailed
11,lightgbm_n300_leaves63_lr0.1,ok,1.77,0.8864183667103375,0.6513356700447185,0.1199754871146958,0.8614958448753463,0.5109489051094891,0.9435897435897436,0.6796116504854369,0.8917609046849758,0.5833333333333334,0.5,70.0,552.0,33.0,67.0,0.01906347412244049,2.5753982895427536,0.005006235812493598
12,lightgbm_n800_leaves127_lr0.01,ok,5.25,0.8861937737850147,0.6678658649260684,0.1048035867119475,0.8614958448753463,0.4817518248175182,0.9504273504273504,0.6947368421052632,0.886762360446571,0.5689655172413793,0.5,66.0,556.0,29.0,71.0,0.01907949146814031,2.567099653396066,0.005127656757446419
13,lightgbm_n800_leaves255_lr0.01,ok,5.27,0.8861937737850147,0.6678658649260684,0.1048035867119475,0.8614958448753463,0.4817518248175182,0.9504273504273504,0.6947368421052632,0.886762360446571,0.5689655172413793,0.5,66.0,556.0,29.0,71.0,0.01907949146814031,2.567099653396066,0.005127656757446419
14,lightgbm_n800_leaves63_lr0.01,ok,4.76,0.8861937737850147,0.6678658649260684,0.1048035867119475,0.8614958448753463,0.4817518248175182,0.9504273504273504,0.6947368421052632,0.886762360446571,0.5689655172413793,0.5,66.0,556.0,29.0,71.0,0.01907949146814031,2.567099653396066,0.005127656757446419
15,lightgbm_n800_leaves15_lr0.05,ok,2.39,0.8859317487054714,0.6465463220228561,0.1177037159726462,0.8614958448753463,0.5182481751824818,0.941880341880342,0.6761904761904762,0.893030794165316,0.5867768595041323,0.5,71.0,551.0,34.0,66.0,0.01909814681084267,2.557426076607442,0.005272498407371651
16,lightgbm_n200_leaves63_lr0.2,ok,0.95,0.8857882587809595,0.6599440800664673,0.1160698863749524,0.8670360110803325,0.5401459854014599,0.9435897435897436,0.6915887850467289,0.8975609756097561,0.6065573770491803,0.5,74.0,552.0,33.0,63.0,0.019108348461993826,2.552132359294036,0.005353291823431805
17,lightgbm_n200_leaves255_lr0.2,ok,0.97,0.8857882587809595,0.6599440800664673,0.1160698863749524,0.8670360110803325,0.5401459854014599,0.9435897435897436,0.6915887850467289,0.8975609756097561,0.6065573770491803,0.5,74.0,552.0,33.0,63.0,0.019108348461993826,2.552132359294036,0.005353291823431805
18,lightgbm_n200_leaves127_lr0.2,ok,0.89,0.8857882587809595,0.6599440800664673,0.1160698863749524,0.8670360110803325,0.5401459854014599,0.9435897435897436,0.6915887850467289,0.8975609756097561,0.6065573770491803,0.5,74.0,552.0,33.0,63.0,0.019108348461993826,2.552132359294036,0.005353291823431805
19,xgboost_n300_d3_lr0.2,ok,1.27,0.885432653315865,0.641137255790276,0.1139293392429469,0.8587257617728532,0.5109489051094891,0.9401709401709402,0.6666666666666666,0.8914100486223663,0.5785123966942148,0.5,70.0,550.0,35.0,67.0,0.01913358710462661,2.5390244542625946,0.005558102648730023
20,lightgbm_n200_leaves63_lr0.1,ok,1.32,0.8853078794684635,0.6509607707369393,0.1192766271133463,0.8628808864265928,0.5109489051094891,0.9452991452991452,0.6862745098039216,0.8919354838709678,0.5857740585774058,0.5,70.0,553.0,32.0,67.0,0.01914242804004648,2.534428999290731,0.005631537457008062
21,lightgbm_n200_leaves255_lr0.1,ok,1.42,0.8853078794684635,0.6509607707369393,0.1192766271133463,0.8628808864265928,0.5109489051094891,0.9452991452991452,0.6862745098039216,0.8919354838709678,0.5857740585774058,0.5,70.0,553.0,32.0,67.0,0.01914242804004648,2.534428999290731,0.005631537457008062
22,lightgbm_n200_leaves127_lr0.1,ok,1.29,0.8853078794684635,0.6509607707369393,0.1192766271133463,0.8628808864265928,0.5109489051094891,0.9452991452991452,0.6862745098039216,0.8919354838709678,0.5857740585774058,0.5,70.0,553.0,32.0,67.0,0.01914242804004648,2.534428999290731,0.005631537457008062
23,lightgbm_n200_leaves31_lr0.1,ok,1.28,0.8852954020837234,0.6509462849510188,0.1192766654672995,0.8628808864265928,0.5109489051094891,0.9452991452991452,0.6862745098039216,0.8919354838709678,0.5857740585774058,0.5,70.0,553.0,32.0,67.0,0.01914331171351463,2.5339695624513223,0.005638926365284513
24,lightgbm_goss_n100_leaves63_lr0.1,ok,0.37,0.8852579699295028,0.6696863458649398,0.0993021186212588,0.8753462603878116,0.5620437956204379,0.9487179487179488,0.719626168224299,0.902439024390244,0.6311475409836066,0.5,77.0,555.0,30.0,60.0,0.019145962275943933,2.532591370392427,0.005661142854080481
25,lightgbm_goss_n100_leaves31_lr0.1,ok,0.36,0.8852579699295028,0.6696863458649398,0.0993021186212588,0.8753462603878116,0.5620437956204379,0.9487179487179488,0.719626168224299,0.902439024390244,0.6311475409836066,0.5,77.0,555.0,30.0,60.0,0.019145962275943933,2.532591370392427,0.005661142854080481
26,lightgbm_n200_leaves31_lr0.2,ok,0.89,0.8852392538523925,0.6544493511700016,0.1164812554322528,0.8656509695290858,0.5255474452554745,0.9452991452991452,0.6923076923076923,0.8948220064724919,0.5975103734439834,0.5,72.0,553.0,32.0,65.0,0.019147287299610988,2.5319023409794834,0.005672279136500036
27,lightgbm_dart_n300_leaves15_lr0.1,ok,1.7,0.8852142990829122,0.674842722021582,0.1022493769525995,0.8656509695290858,0.5036496350364964,0.9504273504273504,0.7040816326530612,0.8910256410256411,0.5872340425531914,0.5,69.0,556.0,29.0,68.0,0.019149053730825,2.5309837041586616,0.005687156645707403
28,lightgbm_n300_leaves15_lr0.05,ok,1.35,0.8851456734668414,0.6623503106663305,0.1120276187946752,0.8628808864265928,0.5182481751824818,0.9435897435897436,0.6826923076923077,0.8932038834951457,0.5892116182572614,0.5,71.0,552.0,33.0,66.0,0.019153909843852582,2.5284578597117906,0.005728241929756739
29,catboost_n800_d4_lr0.01,ok,7.56,0.8850957639278807,0.6623919632151019,0.0991503050039153,0.8601108033240997,0.4306569343065693,0.9606837606837608,0.7195121951219512,0.878125,0.5388127853881278,0.5,59.0,562.0,23.0,78.0,0.01915744011427038,2.5266212564925157,0.0057582812495496905
30,lightgbm_goss_n200_leaves15_lr0.05,ok,0.53,0.8850832865431405,0.6583520540097418,0.0989117003194389,0.8628808864265928,0.5182481751824818,0.9435897435897436,0.6826923076923077,0.8932038834951457,0.5892116182572614,0.5,71.0,552.0,33.0,66.0,0.019158322491418467,2.5261621549481212,0.005765812080622101
31,lightgbm_n800_leaves127_lr0.05,ok,3.49,0.884883648387298,0.6513018836351182,0.1183776885852177,0.8642659279778393,0.5182481751824818,0.9452991452991452,0.6893203883495146,0.8933764135702746,0.5916666666666667,0.5,71.0,553.0,32.0,66.0,0.019172430174671753,2.518819207416031,0.005887454956986837
32,lightgbm_n800_leaves63_lr0.05,ok,3.24,0.884883648387298,0.6513018836351182,0.1183776885852177,0.8642659279778393,0.5182481751824818,0.9452991452991452,0.6893203883495146,0.8933764135702746,0.5916666666666667,0.5,71.0,553.0,32.0,66.0,0.019172430174671753,2.518819207416031,0.005887454956986837
33,lightgbm_n800_leaves255_lr0.05,ok,3.51,0.884883648387298,0.6513018836351182,0.1183776885852177,0.8642659279778393,0.5182481751824818,0.9452991452991452,0.6893203883495146,0.8933764135702746,0.5916666666666667,0.5,71.0,553.0,32.0,66.0,0.019172430174671753,2.518819207416031,0.005887454956986837
34,lightgbm_n500_leaves15_lr0.05,ok,2.1,0.8848462162330777,0.6516913011952576,0.1164979740949421,0.8642659279778393,0.5328467153284672,0.941880341880342,0.6822429906542056,0.8959349593495934,0.5983606557377049,0.5,73.0,551.0,34.0,64.0,0.019175073198048693,2.5174429652638897,0.005910505326263027
35,lightgbm_n300_leaves31_lr0.2,ok,1.03,0.8847526358475264,0.6535355452584839,0.1174775132083124,0.8628808864265928,0.5182481751824818,0.9435897435897436,0.6826923076923077,0.8932038834951457,0.5892116182572614,0.5,71.0,552.0,33.0,66.0,0.019181677765822625,2.514003133328624,0.005968468667135074
36,lightgbm_n200_leaves15_lr0.05,ok,0.92,0.8847089650009357,0.6719911012260951,0.106193553871604,0.8656509695290858,0.4963503649635036,0.952136752136752,0.7083333333333334,0.889776357827476,0.5836909871244635,0.5,68.0,557.0,28.0,69.0,0.019184758436257086,2.512398256310726,0.005995683865464452
37,lightgbm_n500_leaves31_lr0.2,ok,1.18,0.8846652941543452,0.6522934882383056,0.117374524940729,0.8614958448753463,0.5109489051094891,0.9435897435897436,0.6796116504854369,0.8917609046849758,0.5833333333333334,0.5,70.0,552.0,33.0,67.0,0.01918783817744106,2.5107936196048923,0.0060230049195514335
38,lightgbm_n500_leaves127_lr0.05,ok,2.86,0.884646578077235,0.6574724010586197,0.1176600997399573,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.019189157782163034,2.5101059916956867,0.006034746428302928
39,lightgbm_n500_leaves63_lr0.05,ok,2.88,0.884646578077235,0.6574724010586197,0.1176600997399573,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.019189157782163034,2.5101059916956867,0.006034746428302928
40,lightgbm_n500_leaves255_lr0.05,ok,2.9,0.884646578077235,0.6574724010586197,0.1176600997399573,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.019189157782163034,2.5101059916956867,0.006034746428302928
41,lightgbm_n300_leaves63_lr0.2,ok,1.07,0.8846153846153847,0.6518826746456897,0.1172547444447776,0.8656509695290858,0.5328467153284672,0.9435897435897436,0.6886792452830188,0.8961038961038961,0.6008230452674898,0.5,73.0,552.0,33.0,64.0,0.01919135674435017,2.508960043194736,0.006054359018794475
42,lightgbm_n300_leaves255_lr0.2,ok,1.09,0.8846153846153847,0.6518826746456897,0.1172547444447776,0.8656509695290858,0.5328467153284672,0.9435897435897436,0.6886792452830188,0.8961038961038961,0.6008230452674898,0.5,73.0,552.0,33.0,64.0,0.01919135674435017,2.508960043194736,0.006054359018794475
43,lightgbm_n300_leaves127_lr0.2,ok,1.1,0.8846153846153847,0.6518826746456897,0.1172547444447776,0.8656509695290858,0.5328467153284672,0.9435897435897436,0.6886792452830188,0.8961038961038961,0.6008230452674898,0.5,73.0,552.0,33.0,64.0,0.01919135674435017,2.508960043194736,0.006054359018794475
44,lightgbm_n500_leaves63_lr0.2,ok,1.19,0.884565475076424,0.6510525639247334,0.1174624377017308,0.8656509695290858,0.5255474452554745,0.9452991452991452,0.6923076923076923,0.8948220064724919,0.5975103734439834,0.5,72.0,553.0,32.0,65.0,0.019194874098757995,2.5071267803368693,0.006085852291893734
45,lightgbm_n500_leaves255_lr0.2,ok,1.17,0.884565475076424,0.6510525639247334,0.1174624377017308,0.8656509695290858,0.5255474452554745,0.9452991452991452,0.6923076923076923,0.8948220064724919,0.5975103734439834,0.5,72.0,553.0,32.0,65.0,0.019194874098757995,2.5071267803368693,0.006085852291893734
46,lightgbm_n500_leaves127_lr0.2,ok,1.22,0.884565475076424,0.6510525639247334,0.1174624377017308,0.8656509695290858,0.5255474452554745,0.9452991452991452,0.6923076923076923,0.8948220064724919,0.5975103734439834,0.5,72.0,553.0,32.0,65.0,0.019194874098757995,2.5071267803368693,0.006085852291893734
47,catboost_n500_d8_lr0.2,ok,35.66,0.884559236384054,0.6472307637317408,0.1134602217569602,0.8587257617728532,0.3795620437956204,0.9709401709401708,0.7536231884057971,0.8698315467075038,0.5048543689320388,0.5,52.0,568.0,17.0,85.0,0.019195313682837178,2.5068976445176654,0.006089798761017562
48,lightgbm_n500_leaves15_lr0.1,ok,1.44,0.8845529976916838,0.6386724985013941,0.1236029361526097,0.8601108033240997,0.4817518248175182,0.9487179487179488,0.6875,0.8865814696485623,0.5665236051502146,0.5,66.0,555.0,30.0,71.0,0.01919575324798239,2.506668513594671,0.006093747413322026
49,lightgbm_n500_leaves31_lr0.1,ok,1.78,0.8845218042298335,0.6444695463850806,0.1206619334761667,0.8601108033240997,0.4963503649635036,0.9452991452991452,0.68,0.8890675241157556,0.5738396624472574,0.5,68.0,553.0,32.0,69.0,0.019197950789742974,2.505522932411101,0.006113523456017567
