strategy,pt,net_benefit,net_benefit_treat_all,beats_both
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.24876254180602003,0.055002158977710436,-0.12046833134405285,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.25073578595317725,0.055860889738009234,-0.12341916969379621,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2527090301003344,0.05569934478221489,-0.12638559159730192,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2546822742474916,0.05503446170309759,-0.12936772082791634,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2566555183946488,0.055426178790877856,-0.13236568247323474,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.258628762541806,0.05509682250851085,-0.1353796029525924,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.26060200668896316,0.054440553693463095,-0.13840961003483418,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2625752508361204,0.054057010549287576,-0.14145583285637056,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2645484949832776,0.05339651177928045,-0.14451840193952323,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.26652173913043475,0.05230846205386604,-0.14759744921116755,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.26849498327759197,0.0527912452619458,-0.15069310802167687,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.27046822742474913,0.05415628725398698,-0.15380551316417349,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.27244147157190635,0.05381516560128263,-0.15693480089409376,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2744147157190635,0.05387422892055047,-0.16008110894907188,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2763879598662207,0.05288688607801181,-0.16324457656914934,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2783612040133779,0.052096892386021644,-0.16642534451731542,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2803344481605351,0.05239332347443472,-0.16962355510038643,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.28230769230769226,0.05101289915410886,-0.17283935219022858,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2842809364548495,0.05055356974543767,-0.17607288124533252,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.28625418060200664,0.04902192405713585,-0.17932428933274516,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.28822742474916385,0.04967888815666732,-0.18259372515036723,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.29020066889632107,0.04989814649541295,-0.18588133904962142,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.29217391304347823,0.050464809968301064,-0.189187283058501,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.29414715719063544,0.04944853478368988,-0.19251171090500432,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2961204013377926,0.04921105617625643,-0.19585477804096338,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.2980936454849498,0.0480839610970521,-0.19921664166627515,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.300066889632107,0.047526203846710476,-0.20259746075354143,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3020401337792642,0.04696529285850213,-0.20599739607312836,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.30401337792642136,0.045625406118157234,-0.20941661021865035,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3059866220735786,0.04633457428411856,-0.21285526763289067,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.30795986622073573,0.04604306210695659,-0.2163135346341636,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.30993311036789295,0.04507075648434571,-0.21979157944313069,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3119063545150501,0.04375011265131383,-0.22328957221007653,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3138795986622073,0.04313614118375795,-0.22680768504265733,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.31585284280936454,0.042949684357244416,-0.23034609203412773,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3178260869565217,0.04229937980885476,-0.23390496929205837,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3197993311036789,0.0435886428588812,-0.2374844949675541,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3217725752508361,0.04380379355775912,-0.24108484928498022,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3237458193979933,0.0436578551373219,-0.24470621457221145,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.32571906354515046,0.0438903598722295,-0.2483487752914099,True
