n,rep,sens,spec,dor,fp,n_neg,lrp,lrp_lo,lrp_hi,lrp_ratio,degenerate
300,45,0.14893617021276595,0.9960474308300395,44.10000000000026,1,253,37.680851063830005,12.558279869065627,106.10472965129098,8.448985908703552,True
300,46,0.9787234042553191,0.49407114624505927,44.92187499999993,128,253,1.9345079787234043,1.7570719429302386,1.9988260489291425,1.1375891903411393,True
300,47,0.23404255319148937,0.9920948616600791,38.34722222222245,2,253,29.606382978723577,13.125546535207356,62.672468884807046,4.774846420047907,True
300,48,0.9787234042553191,0.4624505928853755,39.573529411764646,136,253,1.8207133917396745,1.6660349316829048,1.8673364047059429,1.1208266820790476,True
300,49,0.2127659574468085,0.9960474308300395,68.1081081081085,1,253,53.82978723404286,15.832537431637927,171.75852306938563,10.848452044469076,True
300,50,0.9787234042553191,0.45454545454545453,38.33333333333328,138,253,1.7943262411347518,1.644833622209072,1.836979611649715,1.1168178877463508,True
300,51,0.14893617021276595,0.9960474308300395,44.10000000000026,1,253,37.680851063830005,12.558279869065627,106.10472965129098,8.448985908703552,True
300,52,0.9787234042553191,0.3952569169960474,30.065359477124133,153,253,1.6184119037685993,1.5026392009891607,1.635862917127728,1.0886598167084076,True
300,53,0.0851063829787234,0.9960474308300395,23.441860465116413,1,253,21.531914893617145,9.041036012391995,48.12498464948692,5.322950222023775,True
300,54,0.1702127659574468,0.9960474308300395,51.69230769230799,1,253,43.06382978723429,13.67148055577706,127.30141919500186,9.311458161070126,True
300,55,0.2765957446808511,0.9960474308300395,96.35294117647116,1,253,69.97872340425573,18.941743294770824,242.6250168061279,12.809011981125753,True
300,56,0.19148936170212766,0.9841897233201581,14.74342105263156,4,253,12.111702127659559,8.148345315396144,16.895242559660655,2.0734568683211565,True
300,57,0.2978723404255319,0.9960474308300395,106.90909090909153,1,253,75.36170212766001,19.948327408570076,267.1888952093298,13.39405002419109,True
300,58,0.9787234042553191,0.5098814229249012,47.85483870967736,124,253,1.9969114619080304,1.8067224889558058,2.071331754124351,1.1464581676411612,False
300,59,0.9787234042553191,0.525691699604743,50.983333333333256,120,253,2.0634751773049644,1.8594698136689554,2.148982402880832,1.1556963103588296,False
300,60,0.9787234042553191,0.616600790513834,73.97938144329885,97,253,2.5527527966659354,2.240579882779124,2.729484189421024,1.2182043632541604,False
300,61,0.9787234042553191,0.2450592885375494,14.931937172774848,191,253,1.2964241951654227,1.2392991040924601,1.2727456272012914,1.0269882573128495,True
300,62,0.2765957446808511,0.9960474308300395,96.35294117647116,1,253,69.97872340425573,18.941743294770824,242.6250168061279,12.809011981125753,True
300,63,0.2978723404255319,0.9960474308300395,106.90909090909153,1,253,75.36170212766001,19.948327408570076,267.1888952093298,13.39405002419109,True
300,64,0.0851063829787234,0.9960474308300395,23.441860465116413,1,253,21.531914893617145,9.041036012391995,48.12498464948692,5.322950222023775,True
300,65,0.2978723404255319,0.9960474308300395,106.90909090909153,1,253,75.36170212766001,19.948327408570076,267.1888952093298,13.39405002419109,True
300,66,0.1276595744680851,0.9960474308300395,36.87804878048801,1,253,32.29787234042571,11.418984254601549,85.7321760520951,7.507863584061542,True
300,67,0.06382978723404255,0.9960474308300395,17.18181818181828,1,253,16.148936170212856,7.785054889044748,31.437619336160026,4.038201372272859,True
300,68,0.1276595744680851,0.9960474308300395,36.87804878048801,1,253,32.29787234042571,11.418984254601549,85.7321760520951,7.507863584061542,True
300,69,0.2127659574468085,0.9960474308300395,68.1081081081085,1,253,53.82978723404286,15.832537431637927,171.75852306938563,10.848452044469076,True
300,70,0.23404255319148937,0.9960474308300395,77.00000000000045,1,253,59.212765957447154,16.884990264834986,194.87376514207415,11.541242374768915,True
300,71,0.2978723404255319,0.9960474308300395,106.90909090909153,1,253,75.36170212766001,19.948327408570076,267.1888952093298,13.39405002419109,True
300,72,0.14893617021276595,0.9960474308300395,44.10000000000026,1,253,37.680851063830005,12.558279869065627,106.10472965129098,8.448985908703552,True
300,73,0.19148936170212766,0.9960474308300395,59.68421052631613,1,253,48.446808510638576,14.762035108234228,149.21332410240973,10.107910122716,True
300,74,0.2553191489361702,0.9960474308300395,86.40000000000047,1,253,64.59574468085142,17.920971430975893,218.50921915080386,12.192933848056743,True
300,75,0.3404255319148936,0.9920948616600791,64.77419354838747,2,253,43.06382978723429,17.041154561786403,102.12916448454256,5.993089500729021,True
300,76,0.2127659574468085,0.9920948616600791,33.91891891891911,2,253,26.91489361702143,12.307422365659672,55.238480587258756,4.488224987011567,True
300,77,0.2765957446808511,0.9960474308300395,96.35294117647116,1,253,69.97872340425573,18.941743294770824,242.6250168061279,12.809011981125753,True
